wazi,wspd,route,wangle,sail,speed,chrono,lon,lat
282,12.83,77,-155,GV Spi,7.82,2d 21h 59' 24",9° 03.173',41° 19.950'
282,12.84,77,-155,GV Spi,7.82,2d 21h 59' 45",9° 03.232',41° 19.960'
282,12.84,77,-155,GV Spi,7.83,2d 21h 59' 53",9° 03.255',41° 19.964'
283,14.04,77,-154,GV Spi,8.53,2d 22h 00' 02",9° 03.277',41° 19.968'
283,14.04,77,-154,GV Spi,8.54,2d 22h 00' 10",9° 03.304',41° 19.973'
283,14.05,77,-154,GV Spi,8.54,2d 22h 00' 14",9° 03.316',41° 19.975'
283,14.06,77,-154,GV Spi,8.54,2d 22h 00' 39",9° 03.393',41° 19.988'
283,14.06,77,-154,GV Spi,8.55,2d 22h 00' 51",9° 03.430',41° 19.995'
283,14.07,77,-154,GV Spi,8.55,2d 22h 00' 59",9° 03.455',41° 19.999'
283,14.08,77,-154,GV Spi,8.55,2d 22h 01' 20",9° 03.519',41° 20.010'
283,14.08,77,-154,GV Spi,8.56,2d 22h 01' 32",9° 03.557',41° 20.017'
283,14.09,77,-154,GV Spi,8.56,2d 22h 01' 41",9° 03.583',41° 20.021'
283,14.10,77,-154,GV Spi,8.56,2d 22h 02' 06",9° 03.660',41° 20.035'
283,14.10,77,-154,GV Spi,8.57,2d 22h 02' 14",9° 03.685',41° 20.039'
283,14.11,77,-154,GV Spi,8.57,2d 22h 02' 27",9° 03.724',41° 20.046'
283,14.12,77,-154,GV Spi,8.57,2d 22h 02' 47",9° 03.787',41° 20.057'
283,14.12,77,-154,GV Spi,8.58,2d 22h 02' 56",9° 03.814',41° 20.061'
283,14.13,77,-154,GV Spi,8.58,2d 22h 03' 08",9° 03.851',41° 20.068'
282,14.13,77,-154,GV Spi,8.58,2d 22h 03' 16",9° 03.876',41° 20.072'
282,14.13,77,-155,GV Spi,8.52,2d 22h 03' 20",9° 03.890',41° 20.075'
282,14.14,77,-155,GV Spi,8.52,2d 22h 03' 29",9° 03.915',41° 20.079'
282,14.15,77,-155,GV Spi,8.52,2d 22h 03' 49",9° 03.978',41° 20.090'
282,14.15,77,-155,GV Spi,8.53,2d 22h 04' 02",9° 04.017',41° 20.096'
282,14.16,77,-155,GV Spi,8.53,2d 22h 04' 10",9° 04.042',41° 20.101'
282,14.17,77,-155,GV Spi,8.53,2d 22h 04' 30",9° 04.106',41° 20.112'
282,14.17,77,-155,GV Spi,8.54,2d 22h 04' 43",9° 04.143',41° 20.118'
282,14.18,77,-155,GV Spi,8.54,2d 22h 04' 55",9° 04.182',41° 20.125'
282,14.19,77,-155,GV Spi,8.54,2d 22h 05' 16",9° 04.245',41° 20.136'
282,14.19,77,-155,GV Spi,8.55,2d 22h 05' 20",9° 04.258',41° 20.138'
282,14.20,77,-155,GV Spi,8.55,2d 22h 05' 36",9° 04.309',41° 20.147'
282,14.21,77,-155,GV Spi,8.55,2d 22h 05' 57",9° 04.373',41° 20.158'
282,14.21,77,-155,GV Spi,8.56,2d 22h 06' 01",9° 04.385',41° 20.160'
282,14.22,77,-155,GV Spi,8.56,2d 22h 06' 18",9° 04.437',41° 20.169'
282,14.23,77,-155,GV Spi,8.57,2d 22h 06' 38",9° 04.500',41° 20.180'
282,14.24,77,-155,GV Spi,8.57,2d 22h 06' 59",9° 04.564',41° 20.191'
282,14.25,77,-155,GV Spi,8.58,2d 22h 07' 20",9° 04.628',41° 20.202'
282,14.26,77,-155,GV Spi,8.58,2d 22h 07' 41",9° 04.692',41° 20.214'
282,14.26,77,-155,GV Spi,8.59,2d 22h 07' 57",9° 04.743',41° 20.222'
282,14.27,77,-155,GV Spi,8.59,2d 22h 08' 01",9° 04.755',41° 20.224'
282,14.28,77,-155,GV Spi,8.59,2d 22h 08' 22",9° 04.820',41° 20.236'
281,14.28,77,-156,GV Spi,8.48,2d 22h 08' 34",9° 04.858',41° 20.242'
281,14.29,77,-156,GV Spi,8.49,2d 22h 08' 42",9° 04.882',41° 20.246'
281,14.30,77,-156,GV Spi,8.49,2d 22h 09' 03",9° 04.946',41° 20.258'
281,14.30,77,-156,GV Spi,8.50,2d 22h 09' 20",9° 04.997',41° 20.266'
281,14.31,77,-156,GV Spi,8.50,2d 22h 09' 24",9° 05.010',41° 20.269'
281,14.32,77,-156,GV Spi,8.50,2d 22h 09' 44",9° 05.073',41° 20.280'
281,14.32,77,-156,GV Spi,8.51,2d 22h 09' 57",9° 05.110',41° 20.286'
281,14.33,77,-156,GV Spi,8.51,2d 22h 10' 05",9° 05.137',41° 20.291'
281,14.34,77,-156,GV Spi,8.51,2d 22h 10' 26",9° 05.199',41° 20.301'
281,14.34,77,-156,GV Spi,8.52,2d 22h 10' 34",9° 05.226',41° 20.306'
281,14.35,77,-156,GV Spi,8.52,2d 22h 10' 46",9° 05.263',41° 20.312'
281,14.36,77,-156,GV Spi,8.52,2d 22h 11' 03",9° 05.314',41° 20.321'
281,14.36,77,-156,GV Spi,8.53,2d 22h 11' 16",9° 05.353',41° 20.328'
281,14.37,77,-156,GV Spi,8.53,2d 22h 11' 24",9° 05.378',41° 20.332'
281,14.38,77,-156,GV Spi,8.53,2d 22h 11' 44",9° 05.441',41° 20.343'
281,14.38,77,-156,GV Spi,8.54,2d 22h 11' 53",9° 05.467',41° 20.348'
281,14.39,77,-156,GV Spi,8.54,2d 22h 12' 05",9° 05.505',41° 20.354'
281,14.40,77,-156,GV Spi,8.54,2d 22h 12' 26",9° 05.569',41° 20.365'
281,14.40,77,-156,GV Spi,8.55,2d 22h 12' 30",9° 05.581',41° 20.368'
281,14.41,77,-156,GV Spi,8.55,2d 22h 12' 47",9° 05.633',41° 20.377'
281,14.42,77,-156,GV Spi,8.56,2d 22h 13' 07",9° 05.697',41° 20.388'
281,14.43,77,-156,GV Spi,8.56,2d 22h 13' 24",9° 05.747',41° 20.396'
281,14.44,77,-156,GV Spi,8.57,2d 22h 13' 44",9° 05.811',41° 20.407'
280,14.44,77,-157,GV Spi,8.46,2d 22h 13' 53",9° 05.836',41° 20.412'
280,14.45,77,-157,GV Spi,8.46,2d 22h 14' 05",9° 05.875',41° 20.418'
280,14.46,77,-157,GV Spi,8.46,2d 22h 14' 26",9° 05.937',41° 20.429'
280,14.46,77,-157,GV Spi,8.47,2d 22h 14' 30",9° 05.949',41° 20.431'
280,14.47,77,-157,GV Spi,8.47,2d 22h 14' 46",9° 06.000',41° 20.440'
280,14.48,77,-157,GV Spi,8.47,2d 22h 15' 03",9° 06.051',41° 20.449'
280,14.48,77,-157,GV Spi,8.48,2d 22h 15' 07",9° 06.064',41° 20.451'
280,14.49,77,-157,GV Spi,8.48,2d 22h 15' 24",9° 06.115',41° 20.460'
280,14.50,77,-157,GV Spi,8.49,2d 22h 15' 45",9° 06.178',41° 20.471'
280,14.51,77,-157,GV Spi,8.49,2d 22h 16' 05",9° 06.241',41° 20.482'
280,14.52,77,-157,GV Spi,8.50,2d 22h 16' 22",9° 06.292',41° 20.491'
280,14.53,77,-157,GV Spi,8.50,2d 22h 16' 42",9° 06.354',41° 20.502'
280,14.53,77,-157,GV Spi,8.51,2d 22h 16' 59",9° 06.405',41° 20.510'
280,14.54,77,-157,GV Spi,8.51,2d 22h 17' 03",9° 06.418',41° 20.513'
280,14.55,77,-157,GV Spi,8.51,2d 22h 17' 24",9° 06.482',41° 20.524'
280,14.55,77,-157,GV Spi,8.52,2d 22h 17' 36",9° 06.519',41° 20.530'
280,14.56,77,-157,GV Spi,8.52,2d 22h 17' 40",9° 06.531',41° 20.532'
280,14.57,77,-157,GV Spi,8.52,2d 22h 18' 01",9° 06.595',41° 20.543'
280,14.57,77,-157,GV Spi,8.53,2d 22h 18' 13",9° 06.633',41° 20.550'
280,14.58,77,-157,GV Spi,8.53,2d 22h 18' 21",9° 06.659',41° 20.554'
280,14.59,77,-157,GV Spi,8.53,2d 22h 18' 38",9° 06.709',41° 20.563'
280,14.59,77,-157,GV Spi,8.54,2d 22h 18' 46",9° 06.734',41° 20.567'
280,14.60,77,-157,GV Spi,8.54,2d 22h 18' 58",9° 06.773',41° 20.574'
279,14.60,77,-158,GV Spi,8.43,2d 22h 19' 11",9° 06.811',41° 20.581'
279,14.61,77,-158,GV Spi,8.43,2d 22h 19' 19",9° 06.837',41° 20.585'
279,14.61,77,-158,GV Spi,8.44,2d 22h 19' 31",9° 06.874',41° 20.592'
279,14.62,77,-158,GV Spi,8.44,2d 22h 19' 36",9° 06.886',41° 20.594'
279,14.63,77,-158,GV Spi,8.44,2d 22h 19' 56",9° 06.949',41° 20.605'
279,14.63,77,-158,GV Spi,8.45,2d 22h 20' 09",9° 06.988',41° 20.611'
279,14.64,77,-158,GV Spi,8.45,2d 22h 20' 17",9° 07.013',41° 20.616'
279,14.65,77,-158,GV Spi,8.45,2d 22h 20' 34",9° 07.064',41° 20.625'
279,14.65,77,-158,GV Spi,8.46,2d 22h 20' 42",9° 07.089',41° 20.629'
279,14.66,77,-158,GV Spi,8.46,2d 22h 20' 54",9° 07.126',41° 20.635'
279,14.67,77,-158,GV Spi,8.46,2d 22h 21' 11",9° 07.177',41° 20.644'
279,14.67,77,-158,GV Spi,8.47,2d 22h 21' 19",9° 07.202',41° 20.648'
279,14.68,77,-158,GV Spi,8.47,2d 22h 21' 31",9° 07.239',41° 20.655'
279,14.69,77,-158,GV Spi,8.47,2d 22h 21' 52",9° 07.302',41° 20.666'
279,14.69,77,-158,GV Spi,8.48,2d 22h 21' 56",9° 07.315',41° 20.668'
279,14.70,77,-158,GV Spi,8.48,2d 22h 22' 09",9° 07.354',41° 20.675'
279,14.71,77,-158,GV Spi,8.48,2d 22h 22' 29",9° 07.416',41° 20.686'
279,14.71,77,-158,GV Spi,8.49,2d 22h 22' 33",9° 07.428',41° 20.688'
279,14.72,77,-158,GV Spi,8.49,2d 22h 22' 46",9° 07.467',41° 20.694'
279,14.73,77,-158,GV Spi,8.50,2d 22h 23' 07",9° 07.531',41° 20.706'
279,14.74,77,-158,GV Spi,8.50,2d 22h 23' 23",9° 07.580',41° 20.714'
279,14.75,77,-158,GV Spi,8.51,2d 22h 23' 44",9° 07.644',41° 20.725'
279,14.76,77,-158,GV Spi,8.51,2d 22h 24' 04",9° 07.706',41° 20.736'
279,14.76,77,-158,GV Spi,8.52,2d 22h 24' 17",9° 07.745',41° 20.743'
279,14.77,77,-158,GV Spi,8.52,2d 22h 24' 21",9° 07.758',41° 20.745'
278,14.77,77,-159,GV Spi,8.41,2d 22h 24' 33",9° 07.795',41° 20.751'
278,14.78,77,-159,GV Spi,8.41,2d 22h 24' 42",9° 07.821',41° 20.756'
278,14.79,77,-159,GV Spi,8.41,2d 22h 24' 58",9° 07.871',41° 20.764'
278,14.79,77,-159,GV Spi,8.42,2d 22h 25' 02",9° 07.883',41° 20.767'
278,14.80,77,-159,GV Spi,8.42,2d 22h 25' 19",9° 07.934',41° 20.775'
278,14.81,77,-159,GV Spi,8.42,2d 22h 25' 35",9° 07.983',41° 20.784'
278,14.81,77,-159,GV Spi,8.43,2d 22h 25' 39",9° 07.997',41° 20.786'
278,14.82,77,-159,GV Spi,8.43,2d 22h 25' 56",9° 08.046',41° 20.795'
278,14.83,77,-159,GV Spi,8.44,2d 22h 26' 12",9° 08.097',41° 20.804'
278,14.84,77,-159,GV Spi,8.44,2d 22h 26' 33",9° 08.159',41° 20.814'
278,14.85,77,-159,GV Spi,8.45,2d 22h 26' 49",9° 08.210',41° 20.823'
278,14.86,77,-159,GV Spi,8.45,2d 22h 27' 10",9° 08.273',41° 20.834'
278,14.86,77,-159,GV Spi,8.46,2d 22h 27' 22",9° 08.310',41° 20.841'
278,14.87,77,-159,GV Spi,8.46,2d 22h 27' 26",9° 08.323',41° 20.843'
278,14.88,77,-159,GV Spi,8.46,2d 22h 27' 43",9° 08.372',41° 20.851'
278,14.88,77,-159,GV Spi,8.47,2d 22h 27' 59",9° 08.423',41° 20.860'
278,14.89,77,-159,GV Spi,8.47,2d 22h 28' 03",9° 08.436',41° 20.862'
278,14.90,77,-159,GV Spi,8.47,2d 22h 28' 20",9° 08.487',41° 20.871'
278,14.90,77,-159,GV Spi,8.48,2d 22h 28' 32",9° 08.524',41° 20.878'
278,14.91,77,-159,GV Spi,8.48,2d 22h 28' 41",9° 08.549',41° 20.882'
278,14.92,77,-159,GV Spi,8.48,2d 22h 28' 57",9° 08.600',41° 20.891'
278,14.92,77,-159,GV Spi,8.49,2d 22h 29' 05",9° 08.625',41° 20.895'
278,14.93,77,-159,GV Spi,8.49,2d 22h 29' 14",9° 08.650',41° 20.900'
278,14.94,77,-159,GV Spi,8.49,2d 22h 29' 34",9° 08.713',41° 20.911'
278,14.94,77,-159,GV Spi,8.50,2d 22h 29' 42",9° 08.738',41° 20.915'
278,14.95,77,-159,GV Spi,8.50,2d 22h 29' 51",9° 08.763',41° 20.919'
277,14.95,77,-160,GV Spi,8.39,2d 22h 29' 59",9° 08.790',41° 20.924'
277,14.96,77,-160,GV Spi,8.39,2d 22h 30' 07",9° 08.814',41° 20.928'
277,14.97,77,-160,GV Spi,8.40,2d 22h 30' 28",9° 08.876',41° 20.939'
277,14.98,77,-160,GV Spi,8.40,2d 22h 30' 44",9° 08.926',41° 20.947'
277,14.98,77,-160,GV Spi,8.41,2d 22h 31' 01",9° 08.977',41° 20.956'
277,14.99,77,-160,GV Spi,8.41,2d 22h 31' 05",9° 08.989',41° 20.958'
277,15.00,77,-160,GV Spi,8.41,2d 22h 31' 21",9° 09.038',41° 20.967'
277,15.00,77,-160,GV Spi,8.42,2d 22h 31' 34",9° 09.077',41° 20.974'
277,15.01,77,-160,GV Spi,8.42,2d 22h 31' 38",9° 09.089',41° 20.976'
277,15.02,77,-160,GV Spi,8.42,2d 22h 31' 58",9° 09.151',41° 20.986'
277,15.03,77,-160,GV Spi,8.43,2d 22h 32' 15",9° 09.202',41° 20.995'
277,15.04,77,-160,GV Spi,8.43,2d 22h 32' 31",9° 09.251',41° 21.004'
277,15.05,77,-160,GV Spi,8.43,2d 22h 32' 52",9° 09.314',41° 21.015'
277,15.05,77,-160,GV Spi,8.44,2d 22h 32' 56",9° 09.327',41° 21.017'
277,15.06,77,-160,GV Spi,8.44,2d 22h 33' 09",9° 09.365',41° 21.024'
277,15.07,77,-160,GV Spi,8.44,2d 22h 33' 25",9° 09.415',41° 21.032'
277,15.07,77,-160,GV Spi,8.45,2d 22h 33' 34",9° 09.441',41° 21.037'
277,15.08,77,-160,GV Spi,8.45,2d 22h 33' 42",9° 09.466',41° 21.041'
277,15.09,77,-160,GV Spi,8.45,2d 22h 34' 03",9° 09.529',41° 21.052'
277,15.09,77,-160,GV Spi,8.46,2d 22h 34' 11",9° 09.554',41° 21.056'
277,15.10,77,-160,GV Spi,8.46,2d 22h 34' 19",9° 09.579',41° 21.061'
277,15.11,77,-160,GV Spi,8.46,2d 22h 34' 36",9° 09.630',41° 21.069'
277,15.11,77,-160,GV Spi,8.47,2d 22h 34' 52",9° 09.679',41° 21.078'
277,15.12,77,-160,GV Spi,8.47,2d 22h 34' 56",9° 09.692',41° 21.080'
277,15.13,77,-160,GV Spi,8.47,2d 22h 35' 13",9° 09.743',41° 21.089'
276,15.13,77,-161,GV Spi,8.32,2d 22h 35' 25",9° 09.780',41° 21.095'
276,15.14,77,-161,GV Spi,8.32,2d 22h 35' 30",9° 09.794',41° 21.098'
276,15.14,77,-161,GV Spi,8.33,2d 22h 35' 38",9° 09.818',41° 21.102'
276,15.15,77,-161,GV Spi,8.33,2d 22h 35' 46",9° 09.843',41° 21.106'
276,15.16,77,-161,GV Spi,8.33,2d 22h 36' 03",9° 09.893',41° 21.115'
276,15.16,77,-161,GV Spi,8.34,2d 22h 36' 19",9° 09.942',41° 21.123'
276,15.17,77,-161,GV Spi,8.34,2d 22h 36' 23",9° 09.955',41° 21.126'
276,15.18,77,-161,GV Spi,8.34,2d 22h 36' 40",9° 10.004',41° 21.134'
276,15.19,77,-161,GV Spi,8.35,2d 22h 36' 56",9° 10.055',41° 21.143'
276,15.20,77,-161,GV Spi,8.35,2d 22h 37' 13",9° 10.105',41° 21.152'
276,15.21,77,-161,GV Spi,8.36,2d 22h 37' 33",9° 10.166',41° 21.162'
276,15.22,77,-161,GV Spi,8.36,2d 22h 37' 50",9° 10.217',41° 21.171'
276,15.23,77,-161,GV Spi,8.36,2d 22h 38' 06",9° 10.266',41° 21.180'
276,15.23,77,-161,GV Spi,8.37,2d 22h 38' 11",9° 10.280',41° 21.182'
276,15.24,77,-161,GV Spi,8.37,2d 22h 38' 23",9° 10.316',41° 21.188'
276,15.25,77,-161,GV Spi,8.37,2d 22h 38' 40",9° 10.367',41° 21.197'
276,15.25,77,-161,GV Spi,8.38,2d 22h 38' 48",9° 10.391',41° 21.201'
276,15.26,77,-161,GV Spi,8.38,2d 22h 39' 01",9° 10.430',41° 21.208'
276,15.27,77,-161,GV Spi,8.38,2d 22h 39' 17",9° 10.479',41° 21.216'
276,15.27,77,-161,GV Spi,8.39,2d 22h 39' 25",9° 10.503',41° 21.221'
276,15.28,77,-161,GV Spi,8.39,2d 22h 39' 34",9° 10.530',41° 21.225'
276,15.29,77,-161,GV Spi,8.39,2d 22h 39' 50",9° 10.579',41° 21.234'
276,15.29,77,-161,GV Spi,8.40,2d 22h 40' 02",9° 10.616',41° 21.240'
276,15.30,77,-161,GV Spi,8.40,2d 22h 40' 06",9° 10.628',41° 21.242'
276,15.31,77,-161,GV Spi,8.40,2d 22h 40' 23",9° 10.679',41° 21.251'
276,15.32,77,-161,GV Spi,8.41,2d 22h 40' 39",9° 10.728',41° 21.260'
275,15.33,77,-162,GV Spi,8.26,2d 22h 41' 00",9° 10.791',41° 21.271'
275,15.34,77,-162,GV Spi,8.26,2d 22h 41' 16",9° 10.839',41° 21.279'
275,15.34,77,-162,GV Spi,8.27,2d 22h 41' 21",9° 10.853',41° 21.281'
275,15.35,77,-162,GV Spi,8.27,2d 22h 41' 33",9° 10.889',41° 21.288'
275,15.36,77,-162,GV Spi,8.27,2d 22h 41' 50",9° 10.939',41° 21.296'
275,15.36,77,-162,GV Spi,8.28,2d 22h 41' 54",9° 10.951',41° 21.298'
275,15.37,77,-162,GV Spi,8.28,2d 22h 42' 06",9° 10.987',41° 21.305'
275,15.38,77,-162,GV Spi,8.28,2d 22h 42' 23",9° 11.038',41° 21.313'
275,15.38,77,-162,GV Spi,8.29,2d 22h 42' 31",9° 11.062',41° 21.318'
275,15.39,77,-162,GV Spi,8.29,2d 22h 42' 43",9° 11.098',41° 21.324'
275,15.40,77,-162,GV Spi,8.29,2d 22h 43' 00",9° 11.148',41° 21.332'
275,15.40,77,-162,GV Spi,8.30,2d 22h 43' 08",9° 11.173',41° 21.337'
275,15.41,77,-162,GV Spi,8.30,2d 22h 43' 17",9° 11.198',41° 21.341'
275,15.42,77,-162,GV Spi,8.30,2d 22h 43' 33",9° 11.247',41° 21.350'
275,15.42,77,-162,GV Spi,8.31,2d 22h 43' 46",9° 11.285',41° 21.356'
275,15.43,77,-162,GV Spi,8.31,2d 22h 43' 50",9° 11.297',41° 21.358'
275,15.44,77,-162,GV Spi,8.31,2d 22h 44' 06",9° 11.346',41° 21.367'
275,15.44,77,-162,GV Spi,8.32,2d 22h 44' 19",9° 11.384',41° 21.373'
275,15.45,77,-162,GV Spi,8.32,2d 22h 44' 23",9° 11.396',41° 21.375'
275,15.46,77,-162,GV Spi,8.32,2d 22h 44' 39",9° 11.445',41° 21.384'
275,15.47,77,-162,GV Spi,8.33,2d 22h 44' 56",9° 11.495',41° 21.393'
275,15.48,77,-162,GV Spi,8.33,2d 22h 45' 12",9° 11.545',41° 21.401'
275,15.49,77,-162,GV Spi,8.34,2d 22h 45' 29",9° 11.594',41° 21.410'
275,15.50,77,-162,GV Spi,8.34,2d 22h 45' 45",9° 11.644',41° 21.418'
275,15.51,77,-162,GV Spi,8.34,2d 22h 46' 02",9° 11.693',41° 21.427'
275,15.51,77,-162,GV Spi,8.35,2d 22h 46' 06",9° 11.707',41° 21.429'
275,15.52,77,-162,GV Spi,8.35,2d 22h 46' 18",9° 11.744',41° 21.436'
274,15.53,77,-163,GV Spi,8.21,2d 22h 46' 35",9° 11.794',41° 21.444'
274,15.54,77,-163,GV Spi,8.21,2d 22h 46' 51",9° 11.842',41° 21.453'
274,15.55,77,-163,GV Spi,8.22,2d 22h 47' 08",9° 11.892',41° 21.461'
274,15.56,77,-163,GV Spi,8.22,2d 22h 47' 28",9° 11.952',41° 21.472'
274,15.57,77,-163,GV Spi,8.22,2d 22h 47' 41",9° 11.990',41° 21.478'
274,15.57,77,-163,GV Spi,8.23,2d 22h 47' 45",9° 12.001',41° 21.480'
274,15.58,77,-163,GV Spi,8.23,2d 22h 48' 08",9° 12.068',41° 21.492'
274,15.59,77,-163,GV Spi,8.23,2d 22h 48' 18",9° 12.100',41° 21.497'
274,15.59,77,-163,GV Spi,8.24,2d 22h 48' 25",9° 12.120',41° 21.501'
274,15.60,77,-163,GV Spi,8.24,2d 22h 48' 39",9° 12.161',41° 21.508'
274,15.61,77,-163,GV Spi,8.24,2d 22h 48' 53",9° 12.202',41° 21.515'
274,15.61,77,-163,GV Spi,8.25,2d 22h 48' 58",9° 12.219',41° 21.518'
274,15.62,77,-163,GV Spi,8.25,2d 22h 49' 09",9° 12.250',41° 21.523'
274,15.63,77,-163,GV Spi,8.25,2d 22h 49' 28",9° 12.307',41° 21.533'
274,15.63,77,-163,GV Spi,8.26,2d 22h 49' 34",9° 12.324',41° 21.536'
274,15.64,77,-163,GV Spi,8.26,2d 22h 49' 46",9° 12.360',41° 21.542'
274,15.65,77,-163,GV Spi,8.26,2d 22h 49' 59",9° 12.400',41° 21.549'
274,15.65,77,-163,GV Spi,8.27,2d 22h 50' 12",9° 12.437',41° 21.556'
274,15.66,77,-163,GV Spi,8.27,2d 22h 50' 19",9° 12.458',41° 21.560'
274,15.67,77,-163,GV Spi,8.27,2d 22h 50' 37",9° 12.512',41° 21.569'
274,15.67,77,-163,GV Spi,8.28,2d 22h 50' 43",9° 12.530',41° 21.572'
274,15.68,77,-163,GV Spi,8.28,2d 22h 50' 48",9° 12.545',41° 21.574'
274,15.69,77,-163,GV Spi,8.28,2d 22h 51' 04",9° 12.594',41° 21.583'
274,15.69,77,-163,GV Spi,8.29,2d 22h 51' 15",9° 12.628',41° 21.589'
274,15.70,77,-163,GV Spi,8.29,2d 22h 51' 22",9° 12.647',41° 21.592'
274,15.71,77,-163,GV Spi,8.29,2d 22h 51' 43",9° 12.709',41° 21.603'
274,15.71,77,-163,GV Spi,8.30,2d 22h 51' 49",9° 12.728',41° 21.606'
274,15.72,77,-163,GV Spi,8.30,2d 22h 51' 56",9° 12.748',41° 21.610'
274,15.73,77,-163,GV Spi,8.30,2d 22h 52' 09",9° 12.786',41° 21.616'
274,15.73,77,-163,GV Spi,8.31,2d 22h 52' 21",9° 12.824',41° 21.623'
273,15.74,77,-163,GV Spi,8.31,2d 22h 52' 25",9° 12.836',41° 21.625'
273,15.74,77,-164,GV Spi,8.16,2d 22h 52' 30",9° 12.851',41° 21.628'
273,15.75,77,-164,GV Spi,8.17,2d 22h 52' 44",9° 12.891',41° 21.634'
273,15.76,77,-164,GV Spi,8.17,2d 22h 53' 01",9° 12.942',41° 21.643'
273,15.77,77,-164,GV Spi,8.18,2d 22h 53' 19",9° 12.994',41° 21.652'
273,15.78,77,-164,GV Spi,8.18,2d 22h 53' 32",9° 13.032',41° 21.659'
273,15.79,77,-164,GV Spi,8.19,2d 22h 53' 49",9° 13.083',41° 21.668'
273,15.80,77,-164,GV Spi,8.19,2d 22h 53' 58",9° 13.110',41° 21.672'
273,15.81,77,-164,GV Spi,8.20,2d 22h 54' 15",9° 13.159',41° 21.681'
273,15.82,77,-164,GV Spi,8.20,2d 22h 54' 31",9° 13.207',41° 21.689'
273,15.83,77,-164,GV Spi,8.21,2d 22h 54' 48",9° 13.258',41° 21.698'
273,15.84,77,-164,GV Spi,8.21,2d 22h 55' 05",9° 13.307',41° 21.706'
273,15.85,77,-164,GV Spi,8.22,2d 22h 55' 21",9° 13.355',41° 21.715'
273,15.86,77,-164,GV Spi,8.22,2d 22h 55' 34",9° 13.393',41° 21.721'
273,15.87,77,-164,GV Spi,8.22,2d 22h 55' 50",9° 13.441',41° 21.730'
273,15.87,77,-164,GV Spi,8.23,2d 22h 55' 54",9° 13.453',41° 21.732'
273,15.88,77,-164,GV Spi,8.23,2d 22h 56' 07",9° 13.490',41° 21.738'
273,15.89,77,-164,GV Spi,8.23,2d 22h 56' 23",9° 13.539',41° 21.747'
273,15.89,77,-164,GV Spi,8.24,2d 22h 56' 28",9° 13.553',41° 21.749'
273,15.90,77,-164,GV Spi,8.24,2d 22h 56' 40",9° 13.590',41° 21.756'
273,15.91,77,-164,GV Spi,8.25,2d 22h 56' 57",9° 13.639',41° 21.764'
273,15.92,77,-164,GV Spi,8.25,2d 22h 57' 13",9° 13.688',41° 21.773'
273,15.93,77,-164,GV Spi,8.25,2d 22h 57' 26",9° 13.725',41° 21.779'
273,15.93,77,-164,GV Spi,8.26,2d 22h 57' 30",9° 13.737',41° 21.781'
273,15.94,77,-164,GV Spi,8.26,2d 22h 57' 42",9° 13.774',41° 21.788'
273,15.94,33,-120,GV Spi,9.56,2d 22h 57' 55",9° 13.808',41° 21.800'
273,15.95,23,-110,GV Spi,8.87,2d 22h 57' 59",9° 13.814',41° 21.809'
273,15.95,31,-120,GV Spi,9.44,2d 22h 58' 03",9° 13.821',41° 21.818'
272,15.95,34,-122,GV Spi,9.62,2d 22h 58' 07",9° 13.829',41° 21.828'
272,15.95,30,-118,GV Spi,9.44,2d 22h 58' 15",9° 13.845',41° 21.846'
272,15.96,30,-118,GV Spi,9.44,2d 22h 58' 19",9° 13.852',41° 21.856'
272,15.96,36,-124,GV Spi,9.69,2d 22h 58' 24",9° 13.861',41° 21.865'
272,15.96,36,-128,GV Genois,8.97,2d 22h 58' 28",9° 13.869',41° 21.873'
272,15.96,40,-128,GV Spi,9.81,2d 22h 58' 32",9° 13.877',41° 21.881'
272,15.97,42,-130,GV Spi,9.87,2d 22h 58' 40",9° 13.897',41° 21.898'
272,15.97,44,-132,GV Spi,9.88,2d 22h 58' 48",9° 13.917',41° 21.915'
272,15.98,46,-134,GV Spi,9.88,2d 22h 58' 57",9° 13.939',41° 21.931'
272,15.98,52,-140,GV Spi,9.89,2d 22h 59' 05",9° 13.962',41° 21.947'
272,15.99,57,-145,GV Spi,9.89,2d 22h 59' 13",9° 13.985',41° 21.961'
272,15.99,57,-145,GV Spi,9.83,2d 22h 59' 17",9° 13.997',41° 21.967'
272,16.00,57,-145,GV Spi,9.83,2d 22h 59' 26",9° 14.023',41° 21.979'
272,16.01,57,-145,GV Spi,9.83,2d 22h 59' 42",9° 14.073',41° 22.004'
272,16.02,57,-145,GV Spi,9.84,2d 22h 59' 55",9° 14.112',41° 22.022'
271,15.77,56,-145,GV Spi,9.75,2d 23h 00' 03",9° 14.135',41° 22.034'
271,15.78,35,-145,GV Spi,9.75,2d 23h 00' 11",9° 14.160',41° 22.047'
271,15.78,35,-124,GV Spi,9.66,2d 23h 00' 15",9° 14.169',41° 22.055'
271,15.78,34,-123,GV Spi,9.63,2d 23h 00' 23",9° 14.185',41° 22.073'
271,15.79,34,-123,GV Spi,9.63,2d 23h 00' 28",9° 14.194',41° 22.082'
271,15.80,34,-123,GV Spi,9.63,2d 23h 00' 45",9° 14.228',41° 22.120'
271,15.81,34,-123,GV Spi,9.63,2d 23h 01' 01",9° 14.261',41° 22.157'
271,15.82,34,-123,GV Spi,9.63,2d 23h 01' 22",9° 14.301',41° 22.202'
271,15.83,34,-123,GV Spi,9.63,2d 23h 01' 38",9° 14.334',41° 22.238'
