index,w_azi,w_spd,b_rte,w_ang,b_sails,b_spd,chrono,lon,lat,spd_perc,w_ang_a
13719,243,13.69,306,-63,GV 1 Foc 1,6.18,"6d 04h 16' 16""",7° 47.896',42° 58.850',0.45,63
13720,243,13.69,304,-61,GV 1 Foc 1,6.11,"6d 04h 16' 18""",7° 47.891',42° 58.852',0.45,60
13721,243,13.69,302,-59,GV 1 Foc 1,6.03,"6d 04h 16' 20""",7° 47.888',42° 58.854',0.44,59
13722,243,13.69,300,-57,GV 1 Foc 1,5.96,"6d 04h 16' 22""",7° 47.884',42° 58.855',0.44,57
13723,243,13.69,298,-55,GV 1 Foc 1,5.88,"6d 04h 16' 25""",7° 47.879',42° 58.857',0.43,55
13724,243,13.69,296,-53,GV 1 Foc 1,5.78,"6d 04h 16' 27""",7° 47.874',42° 58.859',0.42,53
13725,243,13.69,294,-51,GV 1 Foc 1,5.68,"6d 04h 16' 30""",7° 47.869',42° 58.861',0.41,50
13726,243,13.69,292,-49,GV 1 Foc 1,5.57,"6d 04h 16' 32""",7° 47.865',42° 58.862',0.41,49
13727,243,13.69,290,-47,GV 1 Foc 1,5.45,"6d 04h 16' 34""",7° 47.861',42° 58.863',0.4,46
13728,243,13.69,288,-45,GV 1 Foc 1,5.34,"6d 04h 16' 37""",7° 47.856',42° 58.864',0.39,45
13729,243,13.69,286,-43,GV 1 Foc 1,5.18,"6d 04h 16' 39""",7° 47.852',42° 58.865',0.38,42
13730,243,13.69,284,-41,GV 1 Foc 1,5.03,"6d 04h 16' 41""",7° 47.847',42° 58.866',0.37,41
13731,243,13.69,282,-39,GV 1 Foc 1,4.86,"6d 04h 16' 43""",7° 47.844',42° 58.866',0.36,39
13732,243,13.69,280,-37,GV 1 Foc 1,4.68,"6d 04h 16' 46""",7° 47.839',42° 58.867',0.34,37
13733,243,13.69,278,-35,GV 1 Foc 1,4.49,"6d 04h 16' 48""",7° 47.836',42° 58.867',0.33,35
13734,243,13.69,276,-33,GV 1 Foc 1,4.18,"6d 04h 16' 50""",7° 47.833',42° 58.868',0.31,33
13735,243,13.69,274,-31,GV 1 Foc 1,3.87,"6d 04h 16' 52""",7° 47.829',42° 58.868',0.28,31
13736,243,13.69,272,-29,GV 1 Foc 1,3.52,"6d 04h 16' 54""",7° 47.826',42° 58.868',0.26,28
13737,243,13.69,270,-27,GV 1 Foc 1,3.14,"6d 04h 16' 57""",7° 47.823',42° 58.868',0.23,27
13738,243,13.69,268,-25,GV 1 Foc 1,2.75,"6d 04h 16' 59""",7° 47.821',42° 58.868',0.2,24
13739,243,13.69,266,-23,GV 1 Foc 1,2.26,"6d 04h 17' 01""",7° 47.819',42° 58.868',0.17,23
13740,243,13.69,264,-21,GV 1 Foc 1,1.78,"6d 04h 17' 03""",7° 47.818',42° 58.868',0.13,21
13741,243,13.69,262,-19,GV 1 Foc 1,1.38,"6d 04h 17' 06""",7° 47.816',42° 58.867',0.1,18
13742,243,13.69,260,-17,GV 1 Foc 1,1.07,"6d 04h 17' 08""",7° 47.815',42° 58.867',0.08,17
13743,243,13.69,258,-15,GV 1 Foc 1,0.77,"6d 04h 17' 10""",7° 47.815',42° 58.867',0.06,14
13744,243,13.69,256,-13,GV 1 Foc 1,0.59,"6d 04h 17' 12""",7° 47.814',42° 58.867',0.04,13
13745,243,13.69,254,-11,GV 1 Foc 1,0.42,"6d 04h 17' 15""",7° 47.814',42° 58.867',0.03,10
13746,243,13.69,252,-9,GV 1 Foc 1,0.29,"6d 04h 17' 17""",7° 47.814',42° 58.867',0.02,9
13747,243,13.69,250,-7,GV 1 Foc 1,0.19,"6d 04h 17' 19""",7° 47.814',42° 58.867',0.01,6
13748,243,13.69,248,-5,GV 1 Foc 1,0.1,"6d 04h 17' 22""",7° 47.813',42° 58.867',0.01,4
13749,243,13.69,246,-3,GV 1 Foc 1,0.06,"6d 04h 17' 24""",7° 47.813',42° 58.867',0.0,3
13750,243,13.69,244,-1,GV 1 Foc 1,0.02,"6d 04h 17' 26""",7° 47.813',42° 58.867',0.0,0
13752,243,13.69,240,3,GV 1 Foc 1,0.06,"6d 04h 17' 31""",7° 47.813',42° 58.867',0.0,3
13753,243,13.69,238,5,GV 1 Foc 1,0.1,"6d 04h 17' 33""",7° 47.813',42° 58.867',0.01,4
13754,243,13.69,236,7,GV 1 Foc 1,0.19,"6d 04h 17' 35""",7° 47.813',42° 58.867',0.01,7
13755,243,13.69,234,9,GV 1 Foc 1,0.29,"6d 04h 17' 37""",7° 47.813',42° 58.867',0.02,8
13756,243,13.69,232,11,GV 1 Foc 1,0.42,"6d 04h 17' 39""",7° 47.813',42° 58.867',0.03,10
13757,243,13.69,230,13,GV 1 Foc 1,0.59,"6d 04h 17' 41""",7° 47.812',42° 58.866',0.04,12
13758,243,13.69,228,15,GV 1 Foc 1,0.77,"6d 04h 17' 44""",7° 47.812',42° 58.866',0.06,14
13759,243,13.69,226,17,GV 1 Foc 1,1.07,"6d 04h 17' 46""",7° 47.811',42° 58.866',0.08,17
13760,243,13.69,224,19,GV 1 Foc 1,1.38,"6d 04h 17' 48""",7° 47.810',42° 58.865',0.1,18
13761,243,13.69,222,21,GV 1 Foc 1,1.78,"6d 04h 17' 50""",7° 47.809',42° 58.864',0.13,21
13762,243,13.69,220,23,GV 1 Foc 1,2.26,"6d 04h 17' 53""",7° 47.808',42° 58.863',0.17,22
13763,243,13.69,218,25,GV 1 Foc 1,2.75,"6d 04h 17' 55""",7° 47.806',42° 58.861',0.2,25
13764,243,13.69,216,27,GV 1 Foc 1,3.14,"6d 04h 17' 58""",7° 47.805',42° 58.860',0.23,26
13765,243,13.69,214,29,GV 1 Foc 1,3.52,"6d 04h 18' 00""",7° 47.803',42° 58.858',0.26,29
13766,243,13.69,212,31,GV 1 Foc 1,3.87,"6d 04h 18' 02""",7° 47.801',42° 58.856',0.28,30
13767,243,13.69,210,33,GV 1 Foc 1,4.18,"6d 04h 18' 04""",7° 47.800',42° 58.854',0.31,33
13768,243,13.69,208,35,GV 1 Foc 1,4.49,"6d 04h 18' 06""",7° 47.798',42° 58.852',0.33,35
13769,243,13.69,206,37,GV 1 Foc 1,4.68,"6d 04h 18' 08""",7° 47.797',42° 58.850',0.34,37
13770,243,13.69,204,39,GV 1 Foc 1,4.86,"6d 04h 18' 11""",7° 47.795',42° 58.846',0.36,39
13771,243,13.69,202,41,GV 1 Foc 1,5.03,"6d 04h 18' 13""",7° 47.793',42° 58.844',0.37,41
13772,243,13.69,200,43,GV 1 Foc 1,5.19,"6d 04h 18' 14""",7° 47.793',42° 58.842',0.38,43
13773,243,13.69,198,45,GV 1 Foc 1,5.34,"6d 04h 18' 18""",7° 47.790',42° 58.837',0.39,45
13774,243,13.69,196,47,GV 1 Foc 1,5.46,"6d 04h 18' 19""",7° 47.790',42° 58.835',0.4,47
13775,243,13.69,194,49,GV 1 Foc 1,5.57,"6d 04h 18' 21""",7° 47.789',42° 58.832',0.41,49
13776,243,13.69,192,51,GV 1 Foc 1,5.68,"6d 04h 18' 25""",7° 47.787',42° 58.826',0.41,50
13777,243,13.69,190,53,GV 1 Foc 1,5.78,"6d 04h 18' 27""",7° 47.786',42° 58.823',0.42,52
13779,243,13.69,186,57,GV 1 Foc 1,5.96,"6d 04h 18' 31""",7° 47.785',42° 58.816',0.44,57
13780,243,13.69,184,59,GV 1 Foc 1,6.03,"6d 04h 18' 33""",7° 47.785',42° 58.813',0.44,59
13781,243,13.69,182,61,GV 1 Foc 1,6.11,"6d 04h 18' 36""",7° 47.785',42° 58.808',0.45,61
13782,243,13.69,180,63,GV 1 Foc 1,6.18,"6d 04h 18' 37""",7° 47.785',42° 58.806',0.45,63
13783,243,13.69,178,65,GV 1 Foc 1,6.25,"6d 04h 18' 41""",7° 47.785',42° 58.799',0.46,65
13784,243,13.69,176,67,GV 1 Foc 1,6.31,"6d 04h 18' 42""",7° 47.785',42° 58.797',0.46,67
13785,243,13.69,174,69,GV 1 Foc 1,6.36,"6d 04h 18' 45""",7° 47.786',42° 58.792',0.46,69
13786,243,13.69,172,71,GV 1 Foc 1,6.41,"6d 04h 18' 46""",7° 47.786',42° 58.790',0.47,71
13787,243,13.69,170,73,GV 1 Foc 1,6.45,"6d 04h 18' 49""",7° 47.788',42° 58.784',0.47,73
13788,243,13.69,168,75,GV 1 Foc 1,6.49,"6d 04h 18' 51""",7° 47.789',42° 58.781',0.47,75
13789,243,13.69,166,77,GV 1 Foc 1,6.53,"6d 04h 18' 53""",7° 47.790',42° 58.777',0.48,77
13790,243,13.69,164,79,GV 1 Foc 1,6.56,"6d 04h 18' 56""",7° 47.792',42° 58.772',0.48,79
13791,243,13.69,162,81,GV 1 Foc 1,6.59,"6d 04h 18' 58""",7° 47.793',42° 58.768',0.48,81
13792,243,13.69,160,83,GV 1 Foc 1,6.62,"6d 04h 18' 59""",7° 47.794',42° 58.767',0.48,83
13793,243,13.69,158,85,GV 1 Foc 1,6.66,"6d 04h 19' 03""",7° 47.798',42° 58.760',0.49,85
13794,243,13.69,156,87,GV 1 Foc 1,6.69,"6d 04h 19' 04""",7° 47.799',42° 58.758',0.49,87
13795,243,13.69,154,89,GV 1 Foc 1,6.72,"6d 04h 19' 06""",7° 47.801',42° 58.754',0.49,89
13796,243,13.69,152,91,GV 1 Foc 1,6.74,"6d 04h 19' 10""",7° 47.806',42° 58.748',0.49,91
13797,243,13.69,150,93,GV 1 Foc 1,6.76,"6d 04h 19' 12""",7° 47.808',42° 58.746',0.49,93
13798,243,13.69,148,95,GV 1 Foc 1,6.78,"6d 04h 19' 14""",7° 47.810',42° 58.743',0.5,95
13799,243,13.69,146,97,GV 1 Foc 1,6.79,"6d 04h 19' 17""",7° 47.815',42° 58.738',0.5,97
13800,243,13.69,144,99,GV 1 Foc 1,6.8,"6d 04h 19' 20""",7° 47.819',42° 58.733',0.5,99
13801,243,13.69,142,101,GV 1 Foc 1,6.81,"6d 04h 19' 22""",7° 47.823',42° 58.730',0.5,101
13802,243,13.69,140,103,GV 1 Foc 1,6.82,"6d 04h 19' 23""",7° 47.824',42° 58.729',0.5,103
13803,243,13.69,138,105,GV 1 Foc 1,6.83,"6d 04h 19' 25""",7° 47.828',42° 58.726',0.5,105
13806,243,13.69,132,111,GV 1 Foc 1,6.82,"6d 04h 19' 32""",7° 47.841',42° 58.717',0.5,111
13807,243,13.69,130,113,GV 1 Foc 1,6.8,"6d 04h 19' 35""",7° 47.847',42° 58.713',0.5,113
13808,243,13.69,128,115,GV 1 Foc 1,6.78,"6d 04h 19' 38""",7° 47.853',42° 58.709',0.5,115
13809,243,13.69,126,117,GV 1 Foc 1,6.74,"6d 04h 19' 40""",7° 47.858',42° 58.707',0.49,117
13810,243,13.69,124,119,GV 1 Foc 1,6.7,"6d 04h 19' 42""",7° 47.862',42° 58.705',0.49,119
13811,243,13.69,122,121,GV 1 Foc 1,6.65,"6d 04h 19' 44""",7° 47.866',42° 58.703',0.49,121
13812,243,13.69,120,123,GV 1 Foc 1,6.59,"6d 04h 19' 45""",7° 47.869',42° 58.702',0.48,123
13813,243,13.69,118,125,GV 1 Foc 1,6.54,"6d 04h 19' 48""",7° 47.875',42° 58.699',0.48,125
13814,243,13.69,116,127,GV 1 Foc 1,6.45,"6d 04h 19' 51""",7° 47.882',42° 58.697',0.47,127
13816,243,13.69,112,131,GV 1 Foc 1,6.25,"6d 04h 19' 54""",7° 47.889',42° 58.695',0.46,131
13817,243,13.69,110,133,GV 1 Foc 1,6.13,"6d 04h 19' 56""",7° 47.893',42° 58.694',0.45,133
13818,243,13.69,108,135,GV 1 Foc 1,6.01,"6d 04h 19' 58""",7° 47.897',42° 58.693',0.44,135
13819,243,13.69,106,137,GV 1 Foc 1,5.87,"6d 04h 20' 02""",7° 47.906',42° 58.691',0.43,137
13820,243,13.69,104,139,GV 1 Foc 1,5.74,"6d 04h 20' 03""",7° 47.908',42° 58.691',0.42,139
13821,243,13.69,102,141,GV 1 Foc 1,5.58,"6d 04h 20' 07""",7° 47.917',42° 58.689',0.41,141
13822,243,13.69,100,143,GV 1 Foc 1,5.41,"6d 04h 20' 10""",7° 47.921',42° 58.689',0.4,143
13823,243,13.69,98,145,GV 1 Foc 1,5.23,"6d 04h 20' 11""",7° 47.923',42° 58.689',0.38,145
13824,243,13.69,96,147,GV 1 Foc 1,5.05,"6d 04h 20' 14""",7° 47.929',42° 58.688',0.37,147
13825,243,13.68,94,149,GV 1 Foc 1,4.88,"6d 04h 20' 15""",7° 47.931',42° 58.688',0.36,149
13826,243,13.68,92,151,GV 1 Foc 1,4.68,"6d 04h 20' 19""",7° 47.938',42° 58.688',0.34,151
13827,243,13.68,90,153,GV 1 Foc 1,4.47,"6d 04h 20' 21""",7° 47.941',42° 58.688',0.33,153
13828,243,13.68,88,155,GV 1 Foc 1,4.26,"6d 04h 20' 23""",7° 47.945',42° 58.688',0.31,155
13829,243,13.68,86,157,GV 1 Foc 1,4.04,"6d 04h 20' 25""",7° 47.948',42° 58.688',0.3,157
13830,243,13.68,84,159,GV 1 Foc 1,3.82,"6d 04h 20' 27""",7° 47.951',42° 58.688',0.28,159
13831,243,13.68,82,161,GV 1 Foc 1,3.58,"6d 04h 20' 30""",7° 47.955',42° 58.689',0.26,161
13832,243,13.68,80,163,GV 1 Foc 1,3.33,"6d 04h 20' 31""",7° 47.956',42° 58.689',0.24,163
13833,243,13.68,78,165,GV 1 Foc 1,3.08,"6d 04h 20' 34""",7° 47.960',42° 58.689',0.23,165
13834,243,13.68,76,167,GV 1 Foc 1,2.81,"6d 04h 20' 37""",7° 47.963',42° 58.690',0.21,167
13835,243,13.68,74,169,GV 1 Foc 1,2.53,"6d 04h 20' 39""",7° 47.965',42° 58.690',0.18,169
13836,243,13.68,72,171,GV 1 Foc 1,2.24,"6d 04h 20' 41""",7° 47.966',42° 58.691',0.16,170
13837,243,13.68,70,173,GV 1 Foc 1,1.93,"6d 04h 20' 44""",7° 47.968',42° 58.691',0.14,172
13838,243,13.68,68,175,GV 1 Foc 1,1.62,"6d 04h 20' 46""",7° 47.969',42° 58.692',0.12,175
13840,243,13.68,64,179,GV 1 Foc 1,1.07,"6d 04h 20' 49""",7° 47.971',42° 58.692',0.08,179
13873,243,13.68,358,-115,GV Genois,8.56,"6d 04h 22' 06""",7° 48.049',42° 58.814',0.63,115
13874,243,13.68,356,-113,GV Genois,8.55,"6d 04h 22' 09""",7° 48.048',42° 58.821',0.63,113
13875,243,13.68,354,-111,GV Genois,8.54,"6d 04h 22' 11""",7° 48.047',42° 58.826',0.62,111
13876,243,13.68,352,-109,GV Genois,8.52,"6d 04h 22' 13""",7° 48.046',42° 58.831',0.62,109
13877,243,13.68,350,-107,GV Genois,8.51,"6d 04h 22' 14""",7° 48.046',42° 58.833',0.62,107
13878,243,13.68,348,-105,GV Genois,8.49,"6d 04h 22' 16""",7° 48.044',42° 58.842',0.62,105
13879,243,13.68,346,-103,GV Genois,8.47,"6d 04h 22' 20""",7° 48.041',42° 58.847',0.62,103
13880,243,13.68,344,-101,GV Genois,8.45,"6d 04h 22' 21""",7° 48.041',42° 58.850',0.62,100
13881,243,13.68,342,-99,GV Genois,8.42,"6d 04h 22' 23""",7° 48.039',42° 58.854',0.62,99
13882,243,13.68,340,-97,GV Genois,8.39,"6d 04h 22' 26""",7° 48.035',42° 58.861',0.61,96
13883,243,13.68,338,-95,GV Genois,8.36,"6d 04h 22' 29""",7° 48.032',42° 58.867',0.61,95
13884,243,13.68,336,-93,GV Genois,8.32,"6d 04h 22' 31""",7° 48.029',42° 58.872',0.61,93
13885,243,13.68,334,-91,GV Genois,8.29,"6d 04h 22' 32""",7° 48.028',42° 58.874',0.61,91
13886,243,13.68,332,-89,GV Genois,8.25,"6d 04h 22' 34""",7° 48.025',42° 58.878',0.6,89
13887,243,13.68,330,-87,GV Genois,8.21,"6d 04h 22' 38""",7° 48.018',42° 58.886',0.6,87
13888,243,13.68,328,-85,GV Genois,8.18,"6d 04h 22' 40""",7° 48.015',42° 58.890',0.6,85
13889,243,13.68,326,-83,GV Genois,8.12,"6d 04h 22' 41""",7° 48.013',42° 58.892',0.59,82
13890,243,13.68,324,-81,GV Genois,8.07,"6d 04h 22' 45""",7° 48.007',42° 58.898',0.59,81
13891,243,13.68,322,-79,GV Genois,8.02,"6d 04h 22' 48""",7° 48.001',42° 58.903',0.59,78
13892,243,13.68,320,-77,GV Genois,7.96,"6d 04h 22' 50""",7° 47.997',42° 58.907',0.58,77
13894,243,13.68,316,-73,GV Genois,7.84,"6d 04h 22' 54""",7° 47.989',42° 58.913',0.57,73
13895,243,13.68,314,-71,GV Genois,7.77,"6d 04h 22' 55""",7° 47.987',42° 58.914',0.57,71
13896,243,13.68,312,-69,GV Genois,7.71,"6d 04h 22' 59""",7° 47.978',42° 58.920',0.56,69
13897,243,13.68,310,-67,GV Genois,7.65,"6d 04h 23' 00""",7° 47.976',42° 58.922',0.56,67
13898,243,13.68,308,-65,GV Genois,7.59,"6d 04h 23' 02""",7° 47.971',42° 58.924',0.55,64
13899,243,13.68,306,-63,GV Genois,7.5,"6d 04h 23' 05""",7° 47.964',42° 58.928',0.55,63
13900,243,13.68,304,-61,GV Genois,7.41,"6d 04h 23' 08""",7° 47.957',42° 58.931',0.54,60
13901,243,13.68,302,-59,GV Genois,7.33,"6d 04h 23' 10""",7° 47.952',42° 58.934',0.54,59
13902,243,13.68,300,-57,GV Genois,7.24,"6d 04h 23' 12""",7° 47.947',42° 58.936',0.53,57
13903,243,13.68,298,-55,GV Genois,7.16,"6d 04h 23' 13""",7° 47.945',42° 58.937',0.52,55
13904,243,13.68,296,-53,GV Genois,7.04,"6d 04h 23' 15""",7° 47.940',42° 58.938',0.51,53
13905,243,13.68,294,-51,GV Genois,6.92,"6d 04h 23' 19""",7° 47.930',42° 58.942',0.51,50
13906,243,13.68,292,-49,GV Genois,6.8,"6d 04h 23' 20""",7° 47.928',42° 58.942',0.5,49
13907,243,13.68,290,-47,GV Genois,6.69,"6d 04h 23' 23""",7° 47.920',42° 58.944',0.49,46
13908,243,13.68,288,-45,GV Genois,6.57,"6d 04h 23' 25""",7° 47.916',42° 58.945',0.48,45
13909,243,13.69,286,-43,GV Genois,6.42,"6d 04h 23' 28""",7° 47.908',42° 58.947',0.47,42
13910,243,13.69,284,-41,GV Genois,6.26,"6d 04h 23' 31""",7° 47.904',42° 58.948',0.46,41
13911,243,13.69,282,-39,GV Genois,6.07,"6d 04h 23' 33""",7° 47.899',42° 58.949',0.44,39
13912,243,13.69,280,-37,GV Genois,5.85,"6d 04h 23' 34""",7° 47.897',42° 58.949',0.43,37
13913,243,13.69,278,-35,GV Genois,5.63,"6d 04h 23' 37""",7° 47.890',42° 58.950',0.41,35
13914,243,13.69,276,-33,GV Genois,5.28,"6d 04h 23' 39""",7° 47.886',42° 58.950',0.39,33
13915,243,13.69,274,-31,GV Genois,4.94,"6d 04h 23' 41""",7° 47.882',42° 58.950',0.36,31
13916,243,13.69,272,-29,GV Genois,4.52,"6d 04h 23' 43""",7° 47.879',42° 58.950',0.33,28
13917,243,13.69,270,-27,GV Genois,4.04,"6d 04h 23' 46""",7° 47.874',42° 58.950',0.3,27
13918,243,13.69,268,-25,GV Genois,3.55,"6d 04h 23' 47""",7° 47.873',42° 58.950',0.26,24
13919,243,13.69,266,-23,GV Genois,2.94,"6d 04h 23' 51""",7° 47.868',42° 58.950',0.21,23
13920,243,13.69,264,-21,GV Genois,2.33,"6d 04h 23' 52""",7° 47.867',42° 58.950',0.17,21
13921,243,13.69,262,-19,GV Genois,1.83,"6d 04h 23' 54""",7° 47.866',42° 58.950',0.13,18
13922,243,13.69,260,-17,GV Genois,1.42,"6d 04h 23' 56""",7° 47.865',42° 58.949',0.1,17
13923,243,13.69,258,-15,GV Genois,1.01,"6d 04h 23' 59""",7° 47.864',42° 58.949',0.07,14
13924,243,13.69,256,-13,GV Genois,0.76,"6d 04h 24' 02""",7° 47.863',42° 58.949',0.06,13
13925,243,13.69,254,-11,GV Genois,0.51,"6d 04h 24' 04""",7° 47.862',42° 58.949',0.04,10
13926,243,13.69,252,-9,GV Genois,0.33,"6d 04h 24' 05""",7° 47.862',42° 58.949',0.02,9
13927,243,13.69,250,-7,GV Genois,0.21,"6d 04h 24' 07""",7° 47.862',42° 58.949',0.02,6
13928,243,13.69,248,-5,GV Genois,0.1,"6d 04h 24' 10""",7° 47.862',42° 58.949',0.01,4
13929,243,13.69,246,-3,GV Genois,0.06,"6d 04h 24' 12""",7° 47.862',42° 58.949',0.0,3
13930,243,13.69,244,-1,GV Genois,0.02,"6d 04h 24' 14""",7° 47.862',42° 58.949',0.0,0
13932,243,13.69,240,3,GV Genois,0.06,"6d 04h 24' 20""",7° 47.862',42° 58.949',0.0,3
13933,243,13.69,238,5,GV Genois,0.1,"6d 04h 24' 23""",7° 47.862',42° 58.949',0.01,4
13934,243,13.69,236,7,GV Genois,0.21,"6d 04h 24' 24""",7° 47.862',42° 58.949',0.02,7
13935,243,13.69,234,9,GV Genois,0.33,"6d 04h 24' 28""",7° 47.861',42° 58.949',0.02,8
13936,243,13.69,232,11,GV Genois,0.51,"6d 04h 24' 29""",7° 47.861',42° 58.949',0.04,10
13937,243,13.69,230,13,GV Genois,0.76,"6d 04h 24' 32""",7° 47.860',42° 58.948',0.06,12
13938,243,13.69,228,15,GV Genois,1.01,"6d 04h 24' 33""",7° 47.860',42° 58.948',0.07,14
13939,243,13.69,226,17,GV Genois,1.42,"6d 04h 24' 36""",7° 47.859',42° 58.947',0.1,17
13940,243,13.69,224,19,GV Genois,1.83,"6d 04h 24' 37""",7° 47.858',42° 58.947',0.13,18
13941,243,13.69,222,21,GV Genois,2.33,"6d 04h 24' 40""",7° 47.857',42° 58.945',0.17,21
13942,243,13.69,220,23,GV Genois,2.94,"6d 04h 24' 42""",7° 47.855',42° 58.944',0.21,22
13943,243,13.69,218,25,GV Genois,3.55,"6d 04h 24' 44""",7° 47.853',42° 58.942',0.26,25
13944,243,13.69,216,27,GV Genois,4.04,"6d 04h 24' 46""",7° 47.852',42° 58.941',0.3,26
13945,243,13.69,214,29,GV Genois,4.52,"6d 04h 24' 50""",7° 47.848',42° 58.936',0.33,29
13946,243,13.69,212,31,GV Genois,4.94,"6d 04h 24' 51""",7° 47.847',42° 58.935',0.36,30
13947,243,13.69,210,33,GV Genois,5.28,"6d 04h 24' 53""",7° 47.845',42° 58.933',0.39,33
13948,243,13.69,208,35,GV Genois,5.63,"6d 04h 24' 57""",7° 47.841',42° 58.927',0.41,35
13949,243,13.69,206,37,GV Genois,5.85,"6d 04h 24' 58""",7° 47.839',42° 58.925',0.43,37
13950,243,13.69,204,39,GV Genois,6.07,"6d 04h 25' 01""",7° 47.837',42° 58.921',0.44,39
13951,243,13.69,202,41,GV Genois,6.26,"6d 04h 25' 03""",7° 47.836',42° 58.919',0.46,41
13952,243,13.69,200,43,GV Genois,6.42,"6d 04h 25' 07""",7° 47.832',42° 58.912',0.47,43
13953,243,13.69,198,45,GV Genois,6.57,"6d 04h 25' 09""",7° 47.831',42° 58.909',0.48,45
13954,243,13.69,196,47,GV Genois,6.69,"6d 04h 25' 11""",7° 47.829',42° 58.905',0.49,47
13955,243,13.69,194,49,GV Genois,6.81,"6d 04h 25' 13""",7° 47.828',42° 58.901',0.5,49
13956,243,13.69,192,51,GV Genois,6.92,"6d 04h 25' 15""",7° 47.827',42° 58.897',0.51,50
13958,243,13.69,188,55,GV Genois,7.16,"6d 04h 25' 19""",7° 47.825',42° 58.889',0.52,54
13959,243,13.69,186,57,GV Genois,7.24,"6d 04h 25' 20""",7° 47.825',42° 58.886',0.53,57
13960,243,13.69,184,59,GV Genois,7.33,"6d 04h 25' 24""",7° 47.824',42° 58.878',0.54,59
13961,243,13.69,182,61,GV Genois,7.42,"6d 04h 25' 25""",7° 47.824',42° 58.876',0.54,61
13962,243,13.69,180,63,GV Genois,7.51,"6d 04h 25' 29""",7° 47.824',42° 58.868',0.55,63
13963,243,13.69,178,65,GV Genois,7.59,"6d 04h 25' 30""",7° 47.824',42° 58.865',0.55,65
13964,243,13.69,176,67,GV Genois,7.65,"6d 04h 25' 32""",7° 47.825',42° 58.861',0.56,67
13965,243,13.69,174,69,GV Genois,7.71,"6d 04h 25' 37""",7° 47.826',42° 58.852',0.56,69
13966,243,13.69,172,71,GV Genois,7.78,"6d 04h 25' 38""",7° 47.826',42° 58.850',0.57,71
13967,243,13.69,170,73,GV Genois,7.84,"6d 04h 25' 41""",7° 47.828',42° 58.844',0.57,73
13968,243,13.69,168,75,GV Genois,7.91,"6d 04h 25' 42""",7° 47.828',42° 58.842',0.58,75
13969,243,13.69,166,77,GV Genois,7.97,"6d 04h 25' 44""",7° 47.830',42° 58.837',0.58,77
13970,243,13.69,164,79,GV Genois,8.02,"6d 04h 25' 48""",7° 47.833',42° 58.828',0.59,79
13971,243,13.69,162,81,GV Genois,8.07,"6d 04h 25' 50""",7° 47.835',42° 58.824',0.59,81
13972,243,13.69,160,83,GV Genois,8.13,"6d 04h 25' 52""",7° 47.837',42° 58.820',0.59,83
13973,243,13.69,158,85,GV Genois,8.18,"6d 04h 25' 53""",7° 47.839',42° 58.818',0.6,85
13974,243,13.69,156,87,GV Genois,8.22,"6d 04h 25' 57""",7° 47.844',42° 58.809',0.6,87
13975,243,13.69,154,89,GV Genois,8.26,"6d 04h 25' 58""",7° 47.845',42° 58.807',0.6,89
13976,243,13.69,152,91,GV Genois,8.29,"6d 04h 26' 01""",7° 47.850',42° 58.801',0.61,91
13977,243,13.69,150,93,GV Genois,8.33,"6d 04h 26' 02""",7° 47.851',42° 58.799',0.61,93
13978,243,13.69,148,95,GV Genois,8.36,"6d 04h 26' 04""",7° 47.855',42° 58.795',0.61,95
13979,243,13.69,146,97,GV Genois,8.39,"6d 04h 26' 07""",7° 47.860',42° 58.789',0.61,97
13980,243,13.69,144,99,GV Genois,8.43,"6d 04h 26' 10""",7° 47.866',42° 58.783',0.62,99
13981,243,13.69,142,101,GV Genois,8.45,"6d 04h 26' 11""",7° 47.868',42° 58.781',0.62,101
13982,243,13.69,140,103,GV Genois,8.47,"6d 04h 26' 14""",7° 47.874',42° 58.776',0.62,103
13983,243,13.69,138,105,GV Genois,8.49,"6d 04h 26' 17""",7° 47.881',42° 58.770',0.62,105
13984,243,13.69,136,107,GV Genois,8.51,"6d 04h 26' 19""",7° 47.886',42° 58.767',0.62,107
13986,243,13.69,132,111,GV Genois,8.54,"6d 04h 26' 23""",7° 47.895',42° 58.760',0.62,111
13987,243,13.69,130,113,GV Genois,8.55,"6d 04h 26' 25""",7° 47.900',42° 58.757',0.62,113
13988,243,13.69,128,115,GV Genois,8.56,"6d 04h 26' 28""",7° 47.908',42° 58.753',0.63,115
13989,243,13.69,126,117,GV Genois,8.55,"6d 04h 26' 29""",7° 47.910',42° 58.751',0.62,117
13990,243,13.69,124,119,GV Genois,8.54,"6d 04h 26' 31""",7° 47.916',42° 58.749',0.62,119
13991,243,13.69,122,121,GV Genois,8.52,"6d 04h 26' 34""",7° 47.922',42° 58.746',0.62,121
13992,243,13.68,120,123,GV Genois,8.49,"6d 04h 26' 38""",7° 47.933',42° 58.741',0.62,123
13993,243,13.68,118,125,GV Genois,8.46,"6d 04h 26' 40""",7° 47.939',42° 58.739',0.62,125
13994,243,13.68,116,127,GV Genois,8.41,"6d 04h 26' 42""",7° 47.945',42° 58.737',0.61,127
13995,243,13.68,114,129,GV Genois,8.35,"6d 04h 26' 43""",7° 47.947',42° 58.736',0.61,129
13996,243,13.68,112,131,GV Genois,8.29,"6d 04h 26' 45""",7° 47.953',42° 58.734',0.61,131
13997,243,13.68,110,133,GV Genois,8.21,"6d 04h 26' 49""",7° 47.965',42° 58.731',0.6,133
